municipality:rel,province:rel,country:rel,age:attr,gender:rel,unemployment,date
Elda,Alicante,Spain,<25,Masculino,362,2020-08-01
Elda,Alicante,Spain,25-44,Masculino,1025,2020-08-01
Elda,Alicante,Spain,>=45,Masculino,1231,2020-08-01
Elda,Alicante,Spain,<25,Femenino,309,2020-08-01
Elda,Alicante,Spain,25-44,Femenino,1444,2020-08-01
Elda,Alicante,Spain,>=45,Femenino,2160,2020-08-01
Petrer,Alicante,Spain,<25,Masculino,212,2020-08-01
Petrer,Alicante,Spain,25-44,Masculino,557,2020-08-01
Petrer,Alicante,Spain,>=45,Masculino,825,2020-08-01
Petrer,Alicante,Spain,<25,Femenino,148,2020-08-01
Petrer,Alicante,Spain,25-44,Femenino,822,2020-08-01
Petrer,Alicante,Spain,>=45,Femenino,1704,2020-08-01
Santa Pola,Alicante,Spain,<25,Masculino,103,2020-08-01
Santa Pola,Alicante,Spain,25-44,Masculino,474,2020-08-01
Santa Pola,Alicante,Spain,>=45,Masculino,644,2020-08-01
Santa Pola,Alicante,Spain,<25,Femenino,112,2020-08-01
Santa Pola,Alicante,Spain,25-44,Femenino,673,2020-08-01
Santa Pola,Alicante,Spain,>=45,Femenino,925,2020-08-01
Altea,Alicante,Spain,<25,Masculino,85,2021-08-01
Altea,Alicante,Spain,25-44,Masculino,240,2021-08-01
Altea,Alicante,Spain,>=45,Masculino,411,2021-08-01
Altea,Alicante,Spain,<25,Femenino,50,2021-08-01
Altea,Alicante,Spain,25-44,Femenino,346,2021-08-01
Altea,Alicante,Spain,>=45,Femenino,507,2021-08-01
Benidorm,Alicante,Spain,<25,Masculino,216,2021-08-01
Benidorm,Alicante,Spain,25-44,Masculino,965,2021-08-01
Benidorm,Alicante,Spain,>=45,Masculino,1403,2021-08-01
Benidorm,Alicante,Spain,<25,Femenino,196,2021-08-01
Benidorm,Alicante,Spain,25-44,Femenino,1396,2021-08-01
Benidorm,Alicante,Spain,>=45,Femenino,1977,2021-08-01
Elda,Alicante,Spain,<25,Masculino,313,2021-08-01
Elda,Alicante,Spain,25-44,Masculino,998,2021-08-01
Elda,Alicante,Spain,>=45,Masculino,1226,2021-08-01
Elda,Alicante,Spain,<25,Femenino,303,2021-08-01
Elda,Alicante,Spain,25-44,Femenino,1427,2021-08-01
Elda,Alicante,Spain,>=45,Femenino,2160,2021-08-01
Petrer,Alicante,Spain,<25,Masculino,161,2021-08-01
Petrer,Alicante,Spain,25-44,Masculino,499,2021-08-01
Petrer,Alicante,Spain,>=45,Masculino,831,2021-08-01
Petrer,Alicante,Spain,<25,Femenino,144,2021-08-01
Petrer,Alicante,Spain,25-44,Femenino,814,2021-08-01
Petrer,Alicante,Spain,>=45,Femenino,1653,2021-08-01
Santa Pola,Alicante,Spain,<25,Masculino,70,2021-08-01
Santa Pola,Alicante,Spain,25-44,Masculino,453,2021-08-01
Santa Pola,Alicante,Spain,>=45,Masculino,623,2021-08-01
Santa Pola,Alicante,Spain,<25,Femenino,79,2021-08-01
Santa Pola,Alicante,Spain,25-44,Femenino,721,2021-08-01
Santa Pola,Alicante,Spain,>=45,Femenino,955,2021-08-01
Altea,Alicante,Spain,<25,Masculino,90,2020-09-01
Altea,Alicante,Spain,25-44,Masculino,275,2020-09-01
Altea,Alicante,Spain,>=45,Masculino,422,2020-09-01
Altea,Alicante,Spain,<25,Femenino,89,2020-09-01
Altea,Alicante,Spain,25-44,Femenino,415,2020-09-01
Altea,Alicante,Spain,>=45,Femenino,493,2020-09-01
Benidorm,Alicante,Spain,<25,Masculino,371,2020-09-01
Benidorm,Alicante,Spain,25-44,Masculino,1453,2020-09-01
Benidorm,Alicante,Spain,>=45,Masculino,1566,2020-09-01
Benidorm,Alicante,Spain,<25,Femenino,303,2020-09-01
Benidorm,Alicante,Spain,25-44,Femenino,1818,2020-09-01
Benidorm,Alicante,Spain,>=45,Femenino,2141,2020-09-01
Elda,Alicante,Spain,<25,Masculino,352,2020-09-01
Elda,Alicante,Spain,25-44,Masculino,1013,2020-09-01
Elda,Alicante,Spain,>=45,Masculino,1226,2020-09-01
Elda,Alicante,Spain,<25,Femenino,309,2020-09-01
Elda,Alicante,Spain,25-44,Femenino,1377,2020-09-01
Elda,Alicante,Spain,>=45,Femenino,2159,2020-09-01
Petrer,Alicante,Spain,<25,Masculino,205,2020-09-01
Petrer,Alicante,Spain,25-44,Masculino,539,2020-09-01
Petrer,Alicante,Spain,>=45,Masculino,819,2020-09-01
Petrer,Alicante,Spain,<25,Femenino,156,2020-09-01
Petrer,Alicante,Spain,25-44,Femenino,804,2020-09-01
Petrer,Alicante,Spain,>=45,Femenino,1664,2020-09-01
Santa Pola,Alicante,Spain,<25,Masculino,115,2020-09-01
Santa Pola,Alicante,Spain,25-44,Masculino,521,2020-09-01
Santa Pola,Alicante,Spain,>=45,Masculino,672,2020-09-01
Santa Pola,Alicante,Spain,<25,Femenino,122,2020-09-01
Santa Pola,Alicante,Spain,25-44,Femenino,715,2020-09-01
Santa Pola,Alicante,Spain,>=45,Femenino,956,2020-09-01
Altea,Alicante,Spain,<25,Masculino,93,2021-09-01
Altea,Alicante,Spain,25-44,Masculino,258,2021-09-01
Altea,Alicante,Spain,>=45,Masculino,414,2021-09-01
Altea,Alicante,Spain,<25,Femenino,48,2021-09-01
Altea,Alicante,Spain,25-44,Femenino,352,2021-09-01
Altea,Alicante,Spain,>=45,Femenino,514,2021-09-01
Benidorm,Alicante,Spain,<25,Masculino,256,2021-09-01
Benidorm,Alicante,Spain,25-44,Masculino,1024,2021-09-01
Benidorm,Alicante,Spain,>=45,Masculino,1421,2021-09-01
Benidorm,Alicante,Spain,<25,Femenino,222,2021-09-01
Benidorm,Alicante,Spain,25-44,Femenino,1404,2021-09-01
Benidorm,Alicante,Spain,>=45,Femenino,2025,2021-09-01
Elda,Alicante,Spain,<25,Masculino,326,2021-09-01
Elda,Alicante,Spain,25-44,Masculino,972,2021-09-01
Elda,Alicante,Spain,>=45,Masculino,1214,2021-09-01
Elda,Alicante,Spain,<25,Femenino,302,2021-09-01
Elda,Alicante,Spain,25-44,Femenino,1341,2021-09-01
Elda,Alicante,Spain,>=45,Femenino,2135,2021-09-01
Petrer,Alicante,Spain,<25,Masculino,172,2021-09-01
Petrer,Alicante,Spain,25-44,Masculino,463,2021-09-01
Petrer,Alicante,Spain,>=45,Masculino,819,2021-09-01
Petrer,Alicante,Spain,<25,Femenino,157,2021-09-01
Petrer,Alicante,Spain,25-44,Femenino,748,2021-09-01
Petrer,Alicante,Spain,>=45,Femenino,1623,2021-09-01
Santa Pola,Alicante,Spain,<25,Masculino,87,2021-09-01
Santa Pola,Alicante,Spain,25-44,Masculino,468,2021-09-01
Santa Pola,Alicante,Spain,>=45,Masculino,624,2021-09-01
Santa Pola,Alicante,Spain,<25,Femenino,90,2021-09-01
Santa Pola,Alicante,Spain,25-44,Femenino,749,2021-09-01
Santa Pola,Alicante,Spain,>=45,Femenino,1000,2021-09-01
Altea,Alicante,Spain,<25,Masculino,116,2020-10-01
Altea,Alicante,Spain,25-44,Masculino,301,2020-10-01
Altea,Alicante,Spain,>=45,Masculino,428,2020-10-01
Altea,Alicante,Spain,<25,Femenino,95,2020-10-01
Altea,Alicante,Spain,25-44,Femenino,438,2020-10-01
Altea,Alicante,Spain,>=45,Femenino,515,2020-10-01
Benidorm,Alicante,Spain,<25,Masculino,412,2020-10-01
Benidorm,Alicante,Spain,25-44,Masculino,1608,2020-10-01
Benidorm,Alicante,Spain,>=45,Masculino,1656,2020-10-01
Benidorm,Alicante,Spain,<25,Femenino,333,2020-10-01
Benidorm,Alicante,Spain,25-44,Femenino,1945,2020-10-01
Benidorm,Alicante,Spain,>=45,Femenino,2251,2020-10-01
Elda,Alicante,Spain,<25,Masculino,361,2020-10-01
Elda,Alicante,Spain,25-44,Masculino,973,2020-10-01
Elda,Alicante,Spain,>=45,Masculino,1203,2020-10-01
Elda,Alicante,Spain,<25,Femenino,302,2020-10-01
Elda,Alicante,Spain,25-44,Femenino,1347,2020-10-01
Elda,Alicante,Spain,>=45,Femenino,2153,2020-10-01
Petrer,Alicante,Spain,<25,Masculino,201,2020-10-01
Petrer,Alicante,Spain,25-44,Masculino,530,2020-10-01
Petrer,Alicante,Spain,>=45,Masculino,803,2020-10-01
Petrer,Alicante,Spain,<25,Femenino,157,2020-10-01
Petrer,Alicante,Spain,25-44,Femenino,800,2020-10-01
Petrer,Alicante,Spain,>=45,Femenino,1644,2020-10-01
Santa Pola,Alicante,Spain,<25,Masculino,116,2020-10-01
Santa Pola,Alicante,Spain,25-44,Masculino,541,2020-10-01
Santa Pola,Alicante,Spain,>=45,Masculino,669,2020-10-01
Santa Pola,Alicante,Spain,<25,Femenino,127,2020-10-01
Santa Pola,Alicante,Spain,25-44,Femenino,767,2020-10-01
Santa Pola,Alicante,Spain,>=45,Femenino,975,2020-10-01
Altea,Alicante,Spain,<25,Masculino,96,2021-10-01
Altea,Alicante,Spain,25-44,Masculino,261,2021-10-01
Altea,Alicante,Spain,>=45,Masculino,406,2021-10-01
Altea,Alicante,Spain,<25,Femenino,48,2021-10-01
Altea,Alicante,Spain,25-44,Femenino,367,2021-10-01
Altea,Alicante,Spain,>=45,Femenino,517,2021-10-01
Benidorm,Alicante,Spain,<25,Masculino,281,2021-10-01
Benidorm,Alicante,Spain,25-44,Masculino,1063,2021-10-01
Benidorm,Alicante,Spain,>=45,Masculino,1449,2021-10-01
Benidorm,Alicante,Spain,<25,Femenino,249,2021-10-01
Benidorm,Alicante,Spain,25-44,Femenino,1481,2021-10-01
Benidorm,Alicante,Spain,>=45,Femenino,2069,2021-10-01
Elda,Alicante,Spain,<25,Masculino,325,2021-10-01
Elda,Alicante,Spain,25-44,Masculino,957,2021-10-01
Elda,Alicante,Spain,>=45,Masculino,1197,2021-10-01
Elda,Alicante,Spain,<25,Femenino,317,2021-10-01
Elda,Alicante,Spain,25-44,Femenino,1324,2021-10-01
Elda,Alicante,Spain,>=45,Femenino,2120,2021-10-01
Petrer,Alicante,Spain,<25,Masculino,178,2021-10-01
Petrer,Alicante,Spain,25-44,Masculino,478,2021-10-01
Petrer,Alicante,Spain,>=45,Masculino,813,2021-10-01
Petrer,Alicante,Spain,<25,Femenino,153,2021-10-01
Petrer,Alicante,Spain,25-44,Femenino,725,2021-10-01
Petrer,Alicante,Spain,>=45,Femenino,1581,2021-10-01
Santa Pola,Alicante,Spain,<25,Masculino,102,2021-10-01
Santa Pola,Alicante,Spain,25-44,Masculino,504,2021-10-01
Santa Pola,Alicante,Spain,>=45,Masculino,642,2021-10-01
Santa Pola,Alicante,Spain,<25,Femenino,105,2021-10-01
Santa Pola,Alicante,Spain,25-44,Femenino,803,2021-10-01
Santa Pola,Alicante,Spain,>=45,Femenino,1022,2021-10-01
Altea,Alicante,Spain,<25,Masculino,129,2020-11-01
Altea,Alicante,Spain,25-44,Masculino,322,2020-11-01
Altea,Alicante,Spain,>=45,Masculino,451,2020-11-01
Altea,Alicante,Spain,<25,Femenino,95,2020-11-01
Altea,Alicante,Spain,25-44,Femenino,466,2020-11-01
Altea,Alicante,Spain,>=45,Femenino,536,2020-11-01
Benidorm,Alicante,Spain,<25,Masculino,435,2020-11-01
Benidorm,Alicante,Spain,25-44,Masculino,1729,2020-11-01
Benidorm,Alicante,Spain,>=45,Masculino,1699,2020-11-01
Benidorm,Alicante,Spain,<25,Femenino,369,2020-11-01
Benidorm,Alicante,Spain,25-44,Femenino,2058,2020-11-01
Benidorm,Alicante,Spain,>=45,Femenino,2319,2020-11-01
Elda,Alicante,Spain,<25,Masculino,371,2020-11-01
Elda,Alicante,Spain,25-44,Masculino,987,2020-11-01
Elda,Alicante,Spain,>=45,Masculino,1203,2020-11-01
Elda,Alicante,Spain,<25,Femenino,315,2020-11-01
Elda,Alicante,Spain,25-44,Femenino,1356,2020-11-01
Elda,Alicante,Spain,>=45,Femenino,2144,2020-11-01
Petrer,Alicante,Spain,<25,Masculino,205,2020-11-01
Petrer,Alicante,Spain,25-44,Masculino,537,2020-11-01
Petrer,Alicante,Spain,>=45,Masculino,805,2020-11-01
Petrer,Alicante,Spain,<25,Femenino,165,2020-11-01
Petrer,Alicante,Spain,25-44,Femenino,775,2020-11-01
Petrer,Alicante,Spain,>=45,Femenino,1644,2020-11-01
Santa Pola,Alicante,Spain,<25,Masculino,119,2020-11-01
Santa Pola,Alicante,Spain,25-44,Masculino,590,2020-11-01
Santa Pola,Alicante,Spain,>=45,Masculino,669,2020-11-01
Santa Pola,Alicante,Spain,<25,Femenino,137,2020-11-01
Santa Pola,Alicante,Spain,25-44,Femenino,819,2020-11-01
Santa Pola,Alicante,Spain,>=45,Femenino,988,2020-11-01
Altea,Alicante,Spain,<25,Masculino,91,2021-11-01
Altea,Alicante,Spain,25-44,Masculino,234,2021-11-01
Altea,Alicante,Spain,>=45,Masculino,400,2021-11-01
Altea,Alicante,Spain,<25,Femenino,53,2021-11-01
Altea,Alicante,Spain,25-44,Femenino,351,2021-11-01
Altea,Alicante,Spain,>=45,Femenino,512,2021-11-01
Benidorm,Alicante,Spain,<25,Masculino,270,2021-11-01
Benidorm,Alicante,Spain,25-44,Masculino,1049,2021-11-01
Benidorm,Alicante,Spain,>=45,Masculino,1407,2021-11-01
Benidorm,Alicante,Spain,<25,Femenino,232,2021-11-01
Benidorm,Alicante,Spain,25-44,Femenino,1488,2021-11-01
Benidorm,Alicante,Spain,>=45,Femenino,2035,2021-11-01
Elda,Alicante,Spain,<25,Masculino,276,2021-11-01
Elda,Alicante,Spain,25-44,Masculino,872,2021-11-01
Elda,Alicante,Spain,>=45,Masculino,1137,2021-11-01
Elda,Alicante,Spain,<25,Femenino,280,2021-11-01
Elda,Alicante,Spain,25-44,Femenino,1233,2021-11-01
Elda,Alicante,Spain,>=45,Femenino,2056,2021-11-01
Petrer,Alicante,Spain,<25,Masculino,145,2021-11-01
Petrer,Alicante,Spain,25-44,Masculino,440,2021-11-01
Petrer,Alicante,Spain,>=45,Masculino,777,2021-11-01
Petrer,Alicante,Spain,<25,Femenino,134,2021-11-01
Petrer,Alicante,Spain,25-44,Femenino,672,2021-11-01
Petrer,Alicante,Spain,>=45,Femenino,1517,2021-11-01
Santa Pola,Alicante,Spain,<25,Masculino,91,2021-11-01
Santa Pola,Alicante,Spain,25-44,Masculino,475,2021-11-01
Santa Pola,Alicante,Spain,>=45,Masculino,613,2021-11-01
Santa Pola,Alicante,Spain,<25,Femenino,95,2021-11-01
Santa Pola,Alicante,Spain,25-44,Femenino,765,2021-11-01
Santa Pola,Alicante,Spain,>=45,Femenino,1005,2021-11-01
Altea,Alicante,Spain,<25,Masculino,132,2020-12-01
Altea,Alicante,Spain,25-44,Masculino,334,2020-12-01
Altea,Alicante,Spain,>=45,Masculino,460,2020-12-01
Altea,Alicante,Spain,<25,Femenino,96,2020-12-01
Altea,Alicante,Spain,25-44,Femenino,466,2020-12-01
Altea,Alicante,Spain,>=45,Femenino,535,2020-12-01
Benidorm,Alicante,Spain,<25,Masculino,446,2020-12-01
Benidorm,Alicante,Spain,25-44,Masculino,1720,2020-12-01
Benidorm,Alicante,Spain,>=45,Masculino,1704,2020-12-01
Benidorm,Alicante,Spain,<25,Femenino,374,2020-12-01
Benidorm,Alicante,Spain,25-44,Femenino,2065,2020-12-01
Benidorm,Alicante,Spain,>=45,Femenino,2345,2020-12-01
Elda,Alicante,Spain,<25,Masculino,367,2020-12-01
Elda,Alicante,Spain,25-44,Masculino,999,2020-12-01
Elda,Alicante,Spain,>=45,Masculino,1211,2020-12-01
Elda,Alicante,Spain,<25,Femenino,321,2020-12-01
Elda,Alicante,Spain,25-44,Femenino,1385,2020-12-01
Elda,Alicante,Spain,>=45,Femenino,2129,2020-12-01
Petrer,Alicante,Spain,<25,Masculino,204,2020-12-01
Petrer,Alicante,Spain,25-44,Masculino,543,2020-12-01
Petrer,Alicante,Spain,>=45,Masculino,823,2020-12-01
Petrer,Alicante,Spain,<25,Femenino,165,2020-12-01
Petrer,Alicante,Spain,25-44,Femenino,785,2020-12-01
Petrer,Alicante,Spain,>=45,Femenino,1640,2020-12-01
Santa Pola,Alicante,Spain,<25,Masculino,115,2020-12-01
Santa Pola,Alicante,Spain,25-44,Masculino,590,2020-12-01
Santa Pola,Alicante,Spain,>=45,Masculino,663,2020-12-01
Santa Pola,Alicante,Spain,<25,Femenino,133,2020-12-01
Santa Pola,Alicante,Spain,25-44,Femenino,827,2020-12-01
Santa Pola,Alicante,Spain,>=45,Femenino,986,2020-12-01
Altea,Alicante,Spain,<25,Masculino,71,2021-12-01
Altea,Alicante,Spain,25-44,Masculino,227,2021-12-01
Altea,Alicante,Spain,>=45,Masculino,384,2021-12-01
Altea,Alicante,Spain,<25,Femenino,42,2021-12-01
Altea,Alicante,Spain,25-44,Femenino,343,2021-12-01
Altea,Alicante,Spain,>=45,Femenino,504,2021-12-01
Benidorm,Alicante,Spain,<25,Masculino,237,2021-12-01
Benidorm,Alicante,Spain,25-44,Masculino,1042,2021-12-01
Benidorm,Alicante,Spain,>=45,Masculino,1406,2021-12-01
Benidorm,Alicante,Spain,<25,Femenino,192,2021-12-01
Benidorm,Alicante,Spain,25-44,Femenino,1474,2021-12-01
Benidorm,Alicante,Spain,>=45,Femenino,2035,2021-12-01
Elda,Alicante,Spain,<25,Masculino,218,2021-12-01
Elda,Alicante,Spain,25-44,Masculino,820,2021-12-01
Elda,Alicante,Spain,>=45,Masculino,1101,2021-12-01
Elda,Alicante,Spain,<25,Femenino,236,2021-12-01
Elda,Alicante,Spain,25-44,Femenino,1174,2021-12-01
Elda,Alicante,Spain,>=45,Femenino,1998,2021-12-01
Petrer,Alicante,Spain,<25,Masculino,118,2021-12-01
Petrer,Alicante,Spain,25-44,Masculino,399,2021-12-01
Petrer,Alicante,Spain,>=45,Masculino,752,2021-12-01
Petrer,Alicante,Spain,<25,Femenino,107,2021-12-01
Petrer,Alicante,Spain,25-44,Femenino,647,2021-12-01
Petrer,Alicante,Spain,>=45,Femenino,1464,2021-12-01
Santa Pola,Alicante,Spain,<25,Masculino,82,2021-12-01
Santa Pola,Alicante,Spain,25-44,Masculino,411,2021-12-01
Santa Pola,Alicante,Spain,>=45,Masculino,619,2021-12-01
Santa Pola,Alicante,Spain,<25,Femenino,84,2021-12-01
Santa Pola,Alicante,Spain,25-44,Femenino,684,2021-12-01
Santa Pola,Alicante,Spain,>=45,Femenino,975,2021-12-01
